Unnamed: 0	title	link	country	date	content
4802	 Британія постачатиме Україні ракети ППО		Ukraine		"<div id=""post-content"">"
4803	 Потрібно дивитися, що росіяни шукають в інтернеті. Це більше скаже про настрої в РФ – Пітер Померанцев		Ukraine		"<div id=""post-content"">"
4804	 Посол Британії працює ввечері з ліхтариком для економії електроенергії у Києві		Ukraine		"<div id=""post-content"">"
4805	 Макрон каже, що Путін повинен «повернутися до столу переговорів» щодо України		Ukraine		"<div id=""post-content"">"
4806	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4807	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4808	"<span class=""label-title"">OPINION:</span> Наша історія, їхня фортеця"		Ukraine		"<div id=""post-content"">"
4809	 Резолюція Генасамблеї ООН: псевдореферендуми РФ не мають юридичної сили		Ukraine		"<div id=""post-content"">"
4810	 Системи ППО будуть доставлені в Україну настільки швидко, наскільки це можливо – Остін		Ukraine		"<div id=""post-content"">"
4811	 Кулеба закликав країни Африки відмовитися від нейтралітету та підтримати Україну		Ukraine		"<div id=""post-content"">"
4812	"<span class=""label-title"">OPINION:</span> Путін і тінь Мюнхена"		Ukraine		"<div id=""post-content"">"
4813	 Українські Збройні сили змінили динаміку цієї війни – міністр оборони США Остін		Ukraine		"<div id=""post-content"">"
4814	 Необхідно створити Маріупольський трибунал для російських військових злочинців – депутат Гончаренко		Ukraine		"<div id=""post-content"">"
4815	 На звільнених територіях Донеччини знайдено 35 місць поховань		Ukraine		"<div id=""post-content"">"
4816	 Чого чекати в енергетичній війні? Інтерв’ю з експертом Томасом О’Доннелом		Ukraine		"<div id=""post-content"">"
4817	 Папа Римський засудив бомбардування РФ українських міст		Ukraine		"<div id=""post-content"">"
4818	 В українській Одесі пам’ятника російській імператриці не повинно бути – депутат Гончаренко		Ukraine		"<div id=""post-content"">"
4819	 Лідери G7 обіцяють підтримувати Україну “стільки, скільки буде потрібно”		Ukraine		"<div id=""post-content"">"
4820	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4821	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4822	 Байден вважає, що Путін не наважиться застосувати ядерну зброю		Ukraine		"<div id=""post-content"">"
4823	 Рекомендації зі збереження заряду смартфона		Ukraine		"<div id=""post-content"">"
4824	 “Зима близько”. Як українці допомагають один одному відбудовувати зруйновані домівки		Ukraine		"<div id=""post-content"">"
4825	 Мінськ: Білорусь хоче миру, а російські ракетні удари з її території не є агресією проти Україні		Ukraine		"<div id=""post-content"">"
4826	 Ердоган зустрінеться з Путіним у середу в Астані – турецький чиновник		Ukraine		"<div id=""post-content"">"
4827	 Війна в Україні забрала життя щонайменше 6221 цивільного, ще 9731 поранено – ООН		Ukraine		"<div id=""post-content"">"
4828	"<span class=""label-title"">OPINION:</span> Зміна голови НБУ має означати лише номінальну зміну керівництва й не впливати на незалежність банку як регулятора"		Ukraine		"<div id=""post-content"">"
4829	 Культурні об’єкти Києва, які постраждали від російських бомбардувань 10 жовтня		Ukraine		"<div id=""post-content"">"
4830	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4831	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4832	 Зеленський обговорив з Байденом постачання систем ППО для України		Ukraine		"<div id=""post-content"">"
4833	 Тростянець: модель спротиву та відродження		Ukraine		"<div id=""post-content"">"
4834	 Агресія однієї країни проти іншої несумісна зі Статутом ООН – голова Генасамблеї		Ukraine		"<div id=""post-content"">"
4835	"<span class=""label-title"">OPINION:</span> Від ізоляції до оголошення Росії поза законом як злочинної держави-ізгоя"		Ukraine		"<div id=""post-content"">"
4836	 Напади Росії на мирних жителів є воєнними злочинами – Мішель		Ukraine		"<div id=""post-content"">"
4837	 Українців просять з 17:00 до 22:00 обмежити споживання електрики		Ukraine		"<div id=""post-content"">"
4838	 Путін заявив про масований удар «високоточною зброєю» по Україні		Ukraine		"<div id=""post-content"">"
4839	 Жорстока атака Кремля на Україну – випущено 75 ракет, уражені десятки цілей		Ukraine		"<div id=""post-content"">"
4840	"<span class=""label-title"">OPINION:</span> Тиждень України: контрнаступ на фронті, новий очільник НБУ та газова торгівля по-російськи"		Ukraine		"<div id=""post-content"">"
4841	 Лукашенко оголосив про розгортання в Білорусі спільного з РФ угруповання військ		Ukraine		"<div id=""post-content"">"
4842	 Зеленський домовився із Шольцом про термінове скликання G7		Ukraine		"<div id=""post-content"">"
4843	 Маємо справу з терористами: Зеленський закликав українців бути сильними		Ukraine		"<div id=""post-content"">"
4844	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4845	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4846	 ППО збила 41 ракету зі 75, випущених зранку – Залужний		Ukraine		"<div id=""post-content"">"
4847	 Внаслідок нічного ракетного удару по Запоріжжю загинула людина		Ukraine		"<div id=""post-content"">"
4848	 Російські війська обстріляли чотири райони Дніпропетровської області		Ukraine		"<div id=""post-content"">"
4849	 У Києві внаслідок вибухів є загиблі та травмовані		Ukraine		"<div id=""post-content"">"
4850	 У центрі Києва пролунали кілька вибухів		Ukraine		"<div id=""post-content"">"
4851	 Референдум про незалежність Шотландії може відбутися у жовтні 2023 року – перший міністр		Ukraine		"<div id=""post-content"">"
4852	 Демократичним країнам необхідні єдність, демократія і зброя – Зеленський		Ukraine		"<div id=""post-content"">"
4853	 Ілон Маск відповів на критику Kyiv Post у Twitter		Ukraine		"<div id=""post-content"">"
4854	 Кровний зв’язок України з Європою – від княгинь до королев		Ukraine		"<div id=""post-content"">"
4855	 В Австрії проходять президентські вибори, фаворит – чинний президент		Ukraine		"<div id=""post-content"">"
4856	 Канада відновила тренування українських новобранців у Британії – Генштаб		Ukraine		"<div id=""post-content"">"
4857	 Удар по Запоріжжю: росіяни вдарили 12 ракетами		Ukraine		"<div id=""post-content"">"
4858	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4859	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4860	 У Росії призначили нового командувача військ		Ukraine		"<div id=""post-content"">"
4861	 «Євробачення-2023» пройде у Ліверпулі		Ukraine		"<div id=""post-content"">"
4862	 Вибух на Кримському мосту: Росія заявляє про трьох загиблих		Ukraine		"<div id=""post-content"">"
4863	 Курильські острови: МЗС виступило з заявою щодо позиції України		Ukraine		"<div id=""post-content"">"
4864	 Україна бере слово: висновки Варшавського безпекового форуму		Ukraine		"<div id=""post-content"">"
4865	 У Туреччині заявили, що Путін хоче укласти «велику угоду» із Заходом		Ukraine		"<div id=""post-content"">"
4866	 Еммануель Макрон анонсував створення спецфонду для України		Ukraine		"<div id=""post-content"">"
4867	 У РФ не дають прогнозів щодо ремонту Кримського мосту		Ukraine		"<div id=""post-content"">"
4868	"<span class=""label-title"">OPINION:</span> Росія анексує Сонце"		Ukraine		"<div id=""post-content"">"
4869	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4870	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4871	 Зміцнюємо імунітет: що робити для підтримки організму восени		Ukraine		"<div id=""post-content"">"
4872	 На Кримському мосту — пожежа		Ukraine		"<div id=""post-content"">"
4873	 Російська заборонена організація отримала Нобелівську премію миру		Ukraine		"<div id=""post-content"">"
4874	 Браслет з “Азовсталі”		Ukraine		"<div id=""post-content"">"
4875	 Фотографії бійця з «Азовсталі» після чотирьох місяців російського полону		Ukraine		"<div id=""post-content"">"
4876	 Верховна Рада призначила нового голову НБУ		Ukraine		"<div id=""post-content"">"
4877	"<span class=""label-title"">OPINION:</span> Західним демократіям доведеться вступити у війну з російським фашизмом або загинути"		Ukraine		"<div id=""post-content"">"
4878	 Звернення Президента Зеленського від 6 жовтня 2022 року		Ukraine		"<div id=""post-content"">"
4879	 Eurotopics – Ядерні погрози Росії: блеф чи це серйозно?		Ukraine		"<div id=""post-content"">"
4880	 Ракета РФ влучила у двір багатоповерхівки у Запоріжжі, будинок зазнав руйнувань		Ukraine		"<div id=""post-content"">"
4881	 США наголошують, що Україна повинна звільнити території на півдні до зими		Ukraine		"<div id=""post-content"">"
4882	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4883	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4884	 Ізюмщина: шок на краю поля		Ukraine		"<div id=""post-content"">"
4885	 Понад 1,6 мільйона українців депортовані до Росії – Зеленський		Ukraine		"<div id=""post-content"">"
4886	 Не Жадан. Хто отримав Нобелівську премію з літератури-2022		Ukraine		"<div id=""post-content"">"
4887	 USAID надасть Україні $55 мільйонів для підготовки до зими		Ukraine		"<div id=""post-content"">"
4888	"<span class=""label-title"">OPINION:</span> Рубікони Путіна. Що далі?"		Ukraine		"<div id=""post-content"">"
4889	 Голова USAID приїхала до Києва		Ukraine		"<div id=""post-content"">"
4890	 НАБУ повідомило про підозру главі НБУ Шевченку		Ukraine		"<div id=""post-content"">"
4891	"<span class=""label-title"">OPINION:</span> Путін – гробар російського колоніалізму"		Ukraine		"<div id=""post-content"">"
4892	 Громадянам незаконно анексованих регіонів дали місяць на зміну громадянства		Ukraine		"<div id=""post-content"">"
4893	 Двоє загиблих, п’ятеро зниклих безвісти внаслідок ракетного удару на Запоріжжі		Ukraine		"<div id=""post-content"">"
4894	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4895	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4896	 Україна має намір провести Чемпіонат світу з футболу-2030 разом із Іспанією та Португалією		Ukraine		"<div id=""post-content"">"
4897	"<span class=""label-title"">OPINION:</span> Бельгійська воєнна допомога Україні: треба більше"		Ukraine		"<div id=""post-content"">"
4898	 Одеса стала ще ближче до світової спадщини ЮНЕСКО		Ukraine		"<div id=""post-content"">"
4899	 За кордоном залишаються до 1,4 мільйона українців, які втікали від війни		Ukraine		"<div id=""post-content"">"
4900	 Україна може атакувати Крим за допомогою американських РСЗВ HIMARS		Ukraine		"<div id=""post-content"">"
4901	 Рекордне зростання втрат російських танків в ході подвійного наступу ЗСУ		Ukraine		"<div id=""post-content"">"
4902	 У Білому домі підтвердили намір Байдена балотуватися на другий термін		Ukraine		"<div id=""post-content"">"
4903	 “Ми зможемо продумати, щоб трибунал працював без участі РФ”. Інтерв’ю з послом з особливих доручень МЗС Кориневичем		Ukraine		"<div id=""post-content"">"
4904	 ЄС погодився на нові санкції проти Росії через анексії		Ukraine		"<div id=""post-content"">"
4905	 «Арешт Путіна – можливий». Кого судитиме міжнародний трибунал щодо Росії		Ukraine		"<div id=""post-content"">"
4906	 «Готові сьогодні-завтра»: в ОП розповіли, коли запрацює міжнародний трибунал щодо Росії		Ukraine		"<div id=""post-content"">"
4907	 Україна винесе на Генасамблею ООН питання щодо виплати Росією репарацій – Зеленський		Ukraine		"<div id=""post-content"">"
4908	 Бербок визнала, що Німеччина раніше не уважно дослухалася до оцінки партнерів щодо РФ		Ukraine		"<div id=""post-content"">"
4909	 Зеленський поспілкувався з Байденом: деталі		Ukraine		"<div id=""post-content"">"
4910	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4911	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4912	 Футбольний м’яч як символ єднання українців всього світу		Ukraine		"<div id=""post-content"">"
4913	"<span class=""label-title"">OPINION:</span> Звільнення Ізюму. Як батальйон «Скала» шматував ворога"		Ukraine		"<div id=""post-content"">"
4914	 Ілон Маск викликав лють в Україні через його «опитування щодо мирного плану»		Ukraine		"<div id=""post-content"">"
4915	 83% українців підтримують вступ до НАТО – опитування		Ukraine		"<div id=""post-content"">"
4916	 Президент увів у дію рішення РНБО щодо неможливості переговорів із Путіним		Ukraine		"<div id=""post-content"">"
4917	 Звернення Президента Зеленського від 3 жовтня 2022 року		Ukraine		"<div id=""post-content"">"
4918	"<span class=""label-title"">OPINION:</span> Що змінюється на восьмому місяці російсько-української війни"		Ukraine		"<div id=""post-content"">"
4919	 Велика Британія обіцяє вести Україну «до перемоги» над Росією		Ukraine		"<div id=""post-content"">"
4920	 Єрмак і Дуда обговорили взаємодію України та Польщі в рамках НАТО		Ukraine		"<div id=""post-content"">"
4921	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4922	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4923	"<span class=""label-title"">OPINION:</span> Російська Федерація не є членом ООН і не має права вето"		Ukraine		"<div id=""post-content"">"
4924	 Як росіяни ведуть кібер-війну зсередини		Ukraine		"<div id=""post-content"">"
4925	 Російський парламент підтримав путінський законопроект про анексію території України		Ukraine		"<div id=""post-content"">"
4926	 Діти військових зможуть навчатися у приватних ІТ-школах		Ukraine		"<div id=""post-content"">"
4927	 Україна починає нову хвилю контрнаступальних дій на південному напрямку		Ukraine		"<div id=""post-content"">"
4928	"<span class=""label-title"">OPINION:</span> Україна рятує світ – допоможіть їй, поки не пізно"		Ukraine		"<div id=""post-content"">"
4929	 РФ «консультуватиметься» з місцевими жителями щодо кордонів анексованих регіонів України		Ukraine		"<div id=""post-content"">"
4930	 Від поразки в Україні Путіна не зможе врятувати вже ніщо – ексглава ЦРУ		Ukraine		"<div id=""post-content"">"
4931	 Сапери проводять розмінування Лиману, у місті дуже небезпечна ситуація – речник ЗСУ		Ukraine		"<div id=""post-content"">"
4932	 Афіша Пульс – Києва 3 – 9 жовтня		Ukraine		"<div id=""post-content"">"
4933	 США готові надавати Україні $1,5 мільярда щомісяця до завершення війни – ЗМІ		Ukraine		"<div id=""post-content"">"
4934	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4935	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4936	 «Та це ж про мене!» – виставка INSIGHT у Києві		Ukraine		"<div id=""post-content"">"
4937	 MriyaReport. Історія радіошоу, яке розповідає про війну в Україні англомовній аудиторії 24/7		Ukraine		"<div id=""post-content"">"
4938	 Дев’ять європейських країн НАТО заявили про підтримку вступу України в Альянс		Ukraine		"<div id=""post-content"">"
4939	 В Україні запрацював «митний безвіз»		Ukraine		"<div id=""post-content"">"
4940	 Глава МАГАТЕ планує відвідати Київ і Москву		Ukraine		"<div id=""post-content"">"
4941	 Світ має визнати Росію державою терористом через спроби анексії території України, – МЗС		Ukraine		"<div id=""post-content"">"
4942	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4943	 Глава Міноборони Німеччини прибула до України		Ukraine		"<div id=""post-content"">"
4944	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4945	 Чарівна бандура: як українка підкорила Ірландію та назбирала коштів для ЗСУ		Ukraine		"<div id=""post-content"">"
4946	 «Дія.Бізнес»: підтримка виробництва БПЛА та відродження середнього бізнесу в Україні		Ukraine		"<div id=""post-content"">"
4947	 На Харківщині виявили обстріляну автомобільну колону: щонайменше 20 загиблих		Ukraine		"<div id=""post-content"">"
4948	 Байден підписав закон про понад $12 мільярдів допомоги Україні		Ukraine		"<div id=""post-content"">"
4949	 Членство України в НАТО давно назріло і перезріло, – Кулеба		Ukraine		"<div id=""post-content"">"
4950	 Україна звернулася до Міжнародного суду ООН через спроби Росії анексувати нові території		Ukraine		"<div id=""post-content"">"
4951	 Росія ветувала резолюцію Радбезу ООН, яка засуджує анексію українських регіонів		Ukraine		"<div id=""post-content"">"
4952	 Як волонтерська пекарня рятує від голоду зруйноване селище на Харківщині		Ukraine		"<div id=""post-content"">"
4953	 Путіну не вдасться залякати США та їхніх союзників, – Байден		Ukraine		"<div id=""post-content"">"
4954	"<span class=""label-title"">OPINION:</span> Хіба ми терпіли Гітлера? Доки ми будемо терпіти Путіна?"		Ukraine		"<div id=""post-content"">"
4955	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4956	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4957	"<span class=""label-title"">OPINION:</span> Останній блеф Путіна"		Ukraine		"<div id=""post-content"">"
4958	 Невигадані історії. Неймовірний Пилип Коновал		Ukraine		"<div id=""post-content"">"
4959	 Можливо, нова перемога ЗСУ не за горами: війська РФ у Лимані «фактично оточені»		Ukraine		"<div id=""post-content"">"
4960	 Зеленський: Україна подає заявку на вступ до НАТО в пришвидшеному порядку		Ukraine		"<div id=""post-content"">"
4961	 Путін каже, що Захід заздрить величі Росії		Ukraine		"<div id=""post-content"">"
4962	 Подоляк: 8 років тому росвійськові оточили наші війська біля Іловайська, сьогодні просити про вихід із Лиманського котла доведеться РФ		Ukraine		"<div id=""post-content"">"
4963	 Путін підписав документи про «приєднання» захоплених територій України до складу РФ		Ukraine		"<div id=""post-content"">"
4964	 Внаслідок дій російських військ загинуло понад 1 тис. цивільних мешканців Харківщини – голова Харківської ОВА		Ukraine		"<div id=""post-content"">"
4965	 Росія готова до переговорів, але не про «приєднані» території – Путін		Ukraine		"<div id=""post-content"">"
4966	"<span class=""label-title"">OPINION:</span> В Європі не буде стабільності без гарантій безпеки для України"		Ukraine		"<div id=""post-content"">"
4967	 Рада Безпеки ООН проголосує за резолюцію із засудженням російських псевдореферендумів		Ukraine		"<div id=""post-content"">"
4968	 Президент Туреччини закликав Путіна дати ще один шанс переговорам з Україною		Ukraine		"<div id=""post-content"">"
4969	 Російські удари в Сирії зменшилися після повномасштабного вторгнення в Україну		Ukraine		"<div id=""post-content"">"
4970	 Звернення Президента Зеленського від 29 вересня 2022 року		Ukraine		"<div id=""post-content"">"
4971	 Головний історик України		Ukraine		"<div id=""post-content"">"
4972	 Путін “визнав незалежність” двох областей України		Ukraine		"<div id=""post-content"">"
4973	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4974	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4975	 У Запоріжжі внаслідок удару по гуманітарній колоні загинули щонайменше 23 людини, 28 поранені		Ukraine		"<div id=""post-content"">"
4976	"<span class=""label-title"">OPINION:</span> Допоможіть росіянам діяти: чому Європі не слід відкривати кордони"		Ukraine		"<div id=""post-content"">"
4977	 Література і ненависть у Харкові		Ukraine		"<div id=""post-content"">"
4978	 Росія вивела частину своїх військових із західних кордонів на війну в Україну		Ukraine		"<div id=""post-content"">"
4979	 “Народний” супутник допомагає знищувати російську техніку		Ukraine		"<div id=""post-content"">"
4980	 Росія анексує чотири окуповані регіони України в п’ятницю – Кремль		Ukraine		"<div id=""post-content"">"
4981	 Група Єрмака-Макфола пояснила тонкощі визнання РФ державою – спонсором тероризму		Ukraine		"<div id=""post-content"">"
4982	 “В Дагестані ніхто не підтримує війну проти України”. Інтерв’ю з дагестанським активістом		Ukraine		"<div id=""post-content"">"
4983	 Путін може анексувати ще дві області України після мобілізації – Bloomberg		Ukraine		"<div id=""post-content"">"
4984	 Фронт допомоги. Як українські волонтери доставляють товари на передову		Ukraine		"<div id=""post-content"">"
4985	 Експорт України до ЄС за 9 місяців перевищує довоєнні показники – Мінекономіки		Ukraine		"<div id=""post-content"">"
4986	 Американців закликають негайно залишити Росію		Ukraine		"<div id=""post-content"">"
4987	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
4988	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
4989	 COVID-19 в Україні: що відомо		Ukraine		"<div id=""post-content"">"
4990	 США передадуть Україні 18 HIMARS		Ukraine		"<div id=""post-content"">"
4991	 Українська культура у світі: “Всесвітній день вишиванки” отримав престижну європейську премію		Ukraine		"<div id=""post-content"">"
4992	 ЄС хоче заборонити своїм громадянам обіймати посади в державних компаніях РФ – ЗМІ		Ukraine		"<div id=""post-content"">"
4993	 Експорт сільгосппродукції дозволить уникнути девальвації гривні – інвестбанкір Dragon Capital		Ukraine		"<div id=""post-content"">"
4994	"<span class=""label-title"">OPINION:</span> Західна стратегія для України: Забезпечити перемогу України у війні"		Ukraine		"<div id=""post-content"">"
4995	 Казахстан заборонив трансляцію 15 російських телеканалів		Ukraine		"<div id=""post-content"">"
4996	 Життя на краю		Ukraine		"<div id=""post-content"">"
4997	 В Україні відкрили справу через незаконну мобілізацію в Криму		Ukraine		"<div id=""post-content"">"
4998	 Україна може розраховувати на Італію – Мелоні		Ukraine		"<div id=""post-content"">"
4999	 Євротопікс: Італія стала правою. Що зміниться?		Ukraine		"<div id=""post-content"">"
5000	 Мобілізовані росіяни шукають способи здатися в український полон		Ukraine		"<div id=""post-content"">"
5001	 Білий дім пропонує Конгресу надати Україні $35 мільйонів на підтримку ядерної безпеки		Ukraine		"<div id=""post-content"">"
5002	 Збірну України з боксу змусили виступати під нейтральним прапором на ЧЄ серед юніорів		Ukraine		"<div id=""post-content"">"
5003	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
5004	 Прихильники Кремля на окупованих територіях заявляють про перемогу в голосуванні за «фіктивну» анексію		Ukraine		"<div id=""post-content"">"
5005	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
5006	 Напад РФ на Україну: В ООН кажуть, що досі не фіксували такої кількості доказів воєнних злочинів		Ukraine		"<div id=""post-content"">"
5007	 Колишня влада Болгарії дозволила побудувати російський газогін для “ізоляції України” – ЗМІ		Ukraine		"<div id=""post-content"">"
5008	 Україна не проти переговорів з РФ щодо контрибуцій і репарацій – Данілов		Ukraine		"<div id=""post-content"">"
5009	"<span class=""label-title"">OPINION:</span> Нова російська революція вже зовсім близько"		Ukraine		"<div id=""post-content"">"
5010	 Кремль заявляє, що псевдореферендуми матимуть «наслідки» для безпеки України		Ukraine		"<div id=""post-content"">"
5011	 В Польщі запрацює норвезький газопровід після припинення постачань росгазу		Ukraine		"<div id=""post-content"">"
5012	 Додаткової мобілізації в Україні не буде – Подоляк		Ukraine		"<div id=""post-content"">"
5013	 Звільнення Харківщини від російської окупації – лише початок підрахунку українських жертв		Ukraine		"<div id=""post-content"">"
5014	 Залужний розкрив дві стратегічні цілі України на початку вторгнення РФ		Ukraine		"<div id=""post-content"">"
5015	"<span class=""label-title"">OPINION:</span> Час викрити Путіна як ненадійного союзника"		Ukraine		"<div id=""post-content"">"
5016	 Російський військовий гумор: відкрився призовний пункт у театрі з банером «Мертві душі»		Ukraine		"<div id=""post-content"">"
5017	 Білий дім: США не бачать ознак підготовки Росією ядерного удару		Ukraine		"<div id=""post-content"">"
5018	 Казахстан забезпечить безпеку росіян, які втікають із призову: президент		Ukraine		"<div id=""post-content"">"
5019	 У польському Білостоку з’явилося перехрестя Вільної України		Ukraine		"<div id=""post-content"">"
5020	"<span class=""label-title"">OPINION:</span> Воєнні злочини через півроку війни"		Ukraine		"<div id=""post-content"">"
5021	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
5022	"<span class=""label-title"">OPINION:</span> Біла гарячка в Кремлі. Думки стурбованого серба"		Ukraine		"<div id=""post-content"">"
5023	 Путін підписав нові закони про покарання російських ухилянтів		Ukraine		"<div id=""post-content"">"
5024	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
5025	 Велика Британія запровадила санкції проти росіян через псевдореферендуми в Україні		Ukraine		"<div id=""post-content"">"
5026	 Жінки організовують антимобілізаційні протести в Дагестані та інших регіонах РФ		Ukraine		"<div id=""post-content"">"
5027	 Афіша Пульс – Києва  17- 22 жовтня		Ukraine		"<div id=""post-content"">"
5028	 Росія готує масовані кібератаки на об’єкти критичної інфраструктури України – розвідка		Ukraine		"<div id=""post-content"">"
5029	"<span class=""label-title"">OPINION:</span> Об’єднані Арабські Емірати – друг чи ворог?"		Ukraine		"<div id=""post-content"">"
5030	 Кремль визнає «помилки» призову, але не ухвалює рішення закрити кордон		Ukraine		"<div id=""post-content"">"
5031	 Росія продовжує обстрілювати мирні міста України		Ukraine		"<div id=""post-content"">"
5032	 Щонайменше 9 загиблих під час стрілянини в російській школі. Серед них – 5 дітей		Ukraine		"<div id=""post-content"">"
5033	"<span class=""label-title"">OPINION:</span> Якими будуть наслідки виборів в Італії для України"		Ukraine		"<div id=""post-content"">"
5034	 Ми заявили росіянам, щоб вони припинили розмови про ядерну зброю – Блінкен		Ukraine		"<div id=""post-content"">"
5035	 У російському полоні залишаються 2,5 тисячі українців – Верещук		Ukraine		"<div id=""post-content"">"
5036	 Звернення Президента Зеленського від 25 вересня 2022 року		Ukraine		"<div id=""post-content"">"
5037	"<span class=""label-title"">OPINION:</span> Тиждень України: обмін військовополоненими та примара можливого миру"		Ukraine		"<div id=""post-content"">"
5038	 Росія змусила до участі у псевдореферендумі лише 20% мешканців Мелітополя – мер		Ukraine		"<div id=""post-content"">"
5039	 Зеленський очолив список топ-50 впливових євреїв світу		Ukraine		"<div id=""post-content"">"
5040	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
5041	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
5042	 Найчарівніша Баттерфляй		Ukraine		"<div id=""post-content"">"
5043	 На нових акціях проти мобілізації в Росії затримали вже понад 800 людей		Ukraine		"<div id=""post-content"">"
5044	 Ядерна «скринька Пандори» має бути закритою		Ukraine		"<div id=""post-content"">"
5045	 У ДПСУ розповіли про стан звільнених з полону дев’ятьох прикордонників		Ukraine		"<div id=""post-content"">"
5046	 Внаслідок обстрілу готелю в Херсоні загинуло дві людини, – окупаційна влада		Ukraine		"<div id=""post-content"">"
5047	 Ворожі дрони-камікадзе атакували центр Одеси		Ukraine		"<div id=""post-content"">"
5048	 Зірка українського поетичного кіно та війна		Ukraine		"<div id=""post-content"">"
5049	 На російських антимобілізаційних протестах затримано понад 700 людей		Ukraine		"<div id=""post-content"">"
5050	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
5051	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
5052	 США ніколи не визнають анексію українських територій Росією, – Байден		Ukraine		"<div id=""post-content"">"
5053	 Звільнені з полону «азовці» перебувають у стані критичної анорексії		Ukraine		"<div id=""post-content"">"
5054	 Я хотів би, щоб Китай допоміг Україні, – Зеленський		Ukraine		"<div id=""post-content"">"
5055	 Туреччина виступає за скасування права вето в Раді безпеки ООН		Ukraine		"<div id=""post-content"">"
5056	 В Ізюмі завершили ексгумацію тіл: знайдено 447 загиблих		Ukraine		"<div id=""post-content"">"
5057	 Володимир Зеленський шокований відсутністю допомоги Ізраїлю		Ukraine		"<div id=""post-content"">"
5058	"<span class=""label-title"">OPINION:</span> Непристойні “референдуми” Росії: огидна медіа-кампанія як один із  воєнних злочинів Росії"		Ukraine		"<div id=""post-content"">"
5059	 Інформація від військової розвідки Великої Британії про ситуацію в Україні		Ukraine		"<div id=""post-content"">"
5060	 Найновіше від американського Інституту вивчення війни (ISW)		Ukraine		"<div id=""post-content"">"
5061	 В Москві проходить мітинг на підтримку псевдореферендумів		Ukraine		"<div id=""post-content"">"
5062	 150 років з дня народження видатної діви світової оперної сцени – Соломії Крушельницької		Ukraine		"<div id=""post-content"">"
